Mixed Marriage,1963,Elizabeth,Cadell
Be My Guest,1964,Elizabeth,Cadell
Death Among Friends,1964,Elizabeth,Cadell
Canary Yellow,1965,Elizabeth,Cadell
The Fox from His Lair,1965,Elizabeth,Cadell
The Corner Shop,1966,Elizabeth,Cadell
The Stratton Story,1967,Elizabeth,Cadell
The Golden Collar,1969,Elizabeth,Cadell
The Friendly Air,1970,Elizabeth,Cadell
The Past Tense of Love,1970,Elizabeth,Cadell
Come Be My Guest,1971,Elizabeth,Cadell
Home for the Wedding,1971,Elizabeth,Cadell
The Haymaker,1972,Elizabeth,Cadell
Royal Summons,1972,Elizabeth,Cadell
Deck with Flowers,1973,Elizabeth,Cadell
The Fledgling,1975,Elizabeth,Cadell
Return Match,1976,Elizabeth,Cadell
Game in Diamonds,1976,Elizabeth,Cadell
Parson's House,1977,Elizabeth,Cadell
The Round Dozen,1978,Elizabeth,Cadell
Family Gathering,1979,Elizabeth,Cadell
The Marrying Kind,1980,Elizabeth,Cadell
Any Two Can Play,1981,Elizabeth,Cadell
A Lion in the Way,1982,Elizabeth,Cadell
Remains to Be Seen,1983,Elizabeth,Cadell
The Waiting Game,1985,Elizabeth,Cadell
The Empty Nest,1986,Elizabeth,Cadell
Out of the Rain,1987,Elizabeth,Cadell
Dynasty of Death,1938,Taylor,Caldwell
The Eagles Gather,1940,Taylor,Caldwell
The Earth is the Lord's,1940,Taylor,Caldwell
Time No Longer,1941,Taylor,Caldwell
The Strong City,1942,Taylor,Caldwell
The Arm and the Darkness,1943,Taylor,Caldwell
The Turnbulls,1943,Taylor,Caldwell
The Final Hour,1944,Taylor,Caldwell
The Wide House,1945,Taylor,Caldwell
This Side of Innocence,1946,Taylor,Caldwell
There Was A Time,1947,Taylor,Caldwell
Melissa,1948,Taylor,Caldwell
Let Love Come Last,1949,Taylor,Caldwell
The Balance Wheel,1951,Taylor,Caldwell
The Beautiful Is Vanished,1951,Taylor,Caldwell
The Devil's Advocate,1952,Taylor,Caldwell
Maggie - Her Marriage,1953,Taylor,Caldwell
Your Sins and Mine,1955,Taylor,Caldwell
A Tender Victory,1956,Taylor,Caldwell
"Never Victorious, Never Defeated",1957,Taylor,Caldwell
The Sound of Thunder,1957,Taylor,Caldwell
Dear and Glorious Physician,1958,Taylor,Caldwell
The Listener,1960,Taylor,Caldwell
Man Who Listens,1961,Taylor,Caldwell
A Prologue to Love,1961,Taylor,Caldwell
Grandmother and the Priests,1963,Taylor,Caldwell
The Late Clara Beame,1963,Taylor,Caldwell
To See the Glory,1963,Taylor,Caldwell
A Pillar of Iron,1965,Taylor,Caldwell
Wicked Angel,1965,Taylor,Caldwell
No One Hears But Him,1966,Taylor,Caldwell
Dialogues with the Devil,1967,Taylor,Caldwell
Testimony of Two Men,1968,Taylor,Caldwell
Great Lion of God,1970,Taylor,Caldwell
Growing Up Tough,1971,Taylor,Caldwell
Captains and the Kings,1972,Taylor,Caldwell
To Look and Pass,1974,Taylor,Caldwell
Glory and the Lightning,1974,Taylor,Caldwell
Romance of Atlantis,1975,Taylor,Caldwell
Ceremony of the Innocent,1976,Taylor,Caldwell
"I, Judas",1977,Taylor,Caldwell
Bright Flows the River,1978,Taylor,Caldwell
Answer As A Man,1980,Taylor,Caldwell
Dynasty of Death,1938,Taylor,Caldwell
The Eagles Gather,1940,Taylor,Caldwell
The Earth is the Lord's,1940,Taylor,Caldwell
Time No Longer,1941,Taylor,Caldwell
The Strong City,1942,Taylor,Caldwell
The Arm and the Darkness,1943,Taylor,Caldwell
The Turnbulls,1943,Taylor,Caldwell
The Final Hour,1944,Taylor,Caldwell
The Wide House,1945,Taylor,Caldwell
This Side of Innocence,1946,Taylor,Caldwell
There Was A Time,1947,Taylor,Caldwell
Melissa,1948,Taylor,Caldwell
Let Love Come Last,1949,Taylor,Caldwell
The Balance Wheel,1951,Taylor,Caldwell
The Beautiful Is Vanished,1951,Taylor,Caldwell
The Devil's Advocate,1952,Taylor,Caldwell
Maggie - Her Marriage,1953,Taylor,Caldwell
Your Sins and Mine,1955,Taylor,Caldwell
A Tender Victory,1956,Taylor,Caldwell
"Never Victorious, Never Defeated",1957,Taylor,Caldwell
The Sound of Thunder,1957,Taylor,Caldwell
Dear and Glorious Physician,1958,Taylor,Caldwell
The Listener,1960,Taylor,Caldwell
Man Who Listens,1961,Taylor,Caldwell
A Prologue to Love,1961,Taylor,Caldwell
Grandmother and the Priests,1963,Taylor,Caldwell
The Late Clara Beame,1963,Taylor,Caldwell
To See the Glory,1963,Taylor,Caldwell
A Pillar of Iron,1965,Taylor,Caldwell
Wicked Angel,1965,Taylor,Caldwell
No One Hears But Him,1966,Taylor,Caldwell
Dialogues with the Devil,1967,Taylor,Caldwell
Testimony of Two Men,1968,Taylor,Caldwell
Great Lion of God,1970,Taylor,Caldwell
Growing Up Tough,1971,Taylor,Caldwell
Captains and the Kings,1972,Taylor,Caldwell
To Look and Pass,1974,Taylor,Caldwell
Glory and the Lightning,1974,Taylor,Caldwell
Romance of Atlantis,1975,Taylor,Caldwell
Ceremony of the Innocent,1976,Taylor,Caldwell
"I, Judas",1977,Taylor,Caldwell
Bright Flows the River,1978,Taylor,Caldwell
Answer As A Man,1980,Taylor,Caldwell
Unto All Men,2012,Taylor,Caldwell
Unto All Men,2012,Taylor,Caldwell
On Growing Up Tough,1973,Taylor,Caldwell
On Growing Up Tough,1973,Taylor,Caldwell
Night Trap,1998,Christian,Cameron
Peace Maker,2000,Christian,Cameron
Top Hook,2002,Christian,Cameron
Hostile Contact,2003,Christian,Cameron
Force Protection,2004,Christian,Cameron
Damage Control,2005,Christian,Cameron
The Spoils of War,2006,Christian,Cameron
Night Trap,1998,Christian,Cameron
Peace Maker,2000,Christian,Cameron
Top Hook,2002,Christian,Cameron
Hostile Contact,2003,Christian,Cameron
Force Protection,2004,Christian,Cameron
Damage Control,2005,Christian,Cameron
The Spoils of War,2006,Christian,Cameron
Tyrant,2007,Christian,Cameron
Storm of Arrows,2009,Christian,Cameron
Funeral Games,2010,Christian,Cameron
King of the Bosporus,2011,Christian,Cameron
Destroyer of Cities,2013,Christian,Cameron
Force of Kings,2014,Christian,Cameron
Tyrant,2007,Christian,Cameron
Storm of Arrows,2009,Christian,Cameron
Funeral Games,2010,Christian,Cameron
King of the Bosporus,2011,Christian,Cameron
Destroyer of Cities,2013,Christian,Cameron
Force of Kings,2014,Christian,Cameron
Killer of Men,2010,Christian,Cameron
Marathon,2011,Christian,Cameron
Poseidon's Spear,2012,Christian,Cameron
The Great King,2014,Christian,Cameron
Salamis,2015,Christian,Cameron
Rage of Ares,2016,Christian,Cameron
Killer of Men,2010,Christian,Cameron
Marathon,2011,Christian,Cameron
Poseidon's Spear,2012,Christian,Cameron
The Great King,2014,Christian,Cameron
Salamis,2015,Christian,Cameron
Rage of Ares,2016,Christian,Cameron
Castillon,2012,Christian,Cameron
Venice,2012,Christian,Cameron
Constantinople,2012,Christian,Cameron
Rome,2013,Christian,Cameron
Rhodes,2013,Christian,Cameron
Chios,2013,Christian,Cameron
Castillon,2012,Christian,Cameron
Venice,2012,Christian,Cameron
Constantinople,2012,Christian,Cameron
Rome,2013,Christian,Cameron
Rhodes,2013,Christian,Cameron
Chios,2013,Christian,Cameron
The Ill-Made Knight,2013,Christian,Cameron
The Long Sword,2014,Christian,Cameron
The Green Count,2017,Christian,Cameron
The Ill-Made Knight,2013,Christian,Cameron
The Long Sword,2014,Christian,Cameron
The Green Count,2017,Christian,Cameron
Tom Swan and the Siege of Belgrade: Part One,2014,Christian,Cameron
Tom Swan and the Siege of Belgrade: Part Two,2014,Christian,Cameron
Tom Swan and the Siege of Belgrade: Part Three,2014,Christian,Cameron
Tom Swan and the Siege of Belgrade: Part Four,2015,Christian,Cameron
Tom Swan and the Siege of Belgrade: Part Five,2015,Christian,Cameron
Tom Swan and the Siege of Belgrade: Part Six,2015,Christian,Cameron
Tom Swan and the Siege of Belgrade: Part Seven,2015,Christian,Cameron
Tom Swan and the Siege of Belgrade: Part One,2014,Christian,Cameron
Tom Swan and the Siege of Belgrade: Part Two,2014,Christian,Cameron
Tom Swan and the Siege of Belgrade: Part Three,2014,Christian,Cameron
Tom Swan and the Siege of Belgrade: Part Four,2015,Christian,Cameron
Tom Swan and the Siege of Belgrade: Part Five,2015,Christian,Cameron
Tom Swan and the Siege of Belgrade: Part Six,2015,Christian,Cameron
Tom Swan and the Siege of Belgrade: Part Seven,2015,Christian,Cameron
Tom Swan and the Last Spartans: Part One,2016,Christian,Cameron
Tom Swan and the Last Spartans: Part Two,2016,Christian,Cameron
Tom Swan and the Last Spartans: Part Three,2017,Christian,Cameron
Tom Swan and the Last Spartans: Part Four,2017,Christian,Cameron
Tom Swan and the Last Spartans: Part Five,2017,Christian,Cameron
Tom Swan and the Last Spartans: Part One,2016,Christian,Cameron
Tom Swan and the Last Spartans: Part Two,2016,Christian,Cameron
Tom Swan and the Last Spartans: Part Three,2017,Christian,Cameron
Tom Swan and the Last Spartans: Part Four,2017,Christian,Cameron
Tom Swan and the Last Spartans: Part Five,2017,Christian,Cameron
Cauldron of Violence,2000,Christian,Cameron
Washington and Caesar,2001,Christian,Cameron
The Falconer's Tale,2007,Christian,Cameron
God of War,2012,Christian,Cameron
A Song of War,2016,Christian,Cameron
Cauldron of Violence,2000,Christian,Cameron
Washington and Caesar,2001,Christian,Cameron
The Falconer's Tale,2007,Christian,Cameron
God of War,2012,Christian,Cameron
A Song of War,2016,Christian,Cameron
Songs of Blood and Gold,2017,Christian,Cameron
Songs of Blood and Gold,2017,Christian,Cameron
Site Unseen,2002,Dana,Cameron
Grave Consequences,2002,Dana,Cameron
Past Malice,2003,Dana,Cameron
A Fugitive Truth,2004,Dana,Cameron
More Bitter Than Death,2005,Dana,Cameron
Ashes and Bones,2006,Dana,Cameron
Site Unseen,2002,Dana,Cameron
Grave Consequences,2002,Dana,Cameron
Past Malice,2003,Dana,Cameron
A Fugitive Truth,2004,Dana,Cameron
More Bitter Than Death,2005,Dana,Cameron
Ashes and Bones,2006,Dana,Cameron
Seven Kinds of Hell,2013,Dana,Cameron
The Serpent's Tale,2013,Dana,Cameron
Pack of Strays,2014,Dana,Cameron
The Curious Case of Miss Amelia Vernet,2014,Dana,Cameron
Hellbender,2015,Dana,Cameron
Burning the Rule Book,2015,Dana,Cameron
Seven Kinds of Hell,2013,Dana,Cameron
The Serpent's Tale,2013,Dana,Cameron
Pack of Strays,2014,Dana,Cameron
The Curious Case of Miss Amelia Vernet,2014,Dana,Cameron
Hellbender,2015,Dana,Cameron
Burning the Rule Book,2015,Dana,Cameron
Sugarplums and Scandal,2006,Dana,Cameron
Sugarplums and Scandal,2006,Dana,Cameron
Murder at the Beach,2014,Dana,Cameron
Murder at the Beach,2014,Dana,Cameron
Faces of a Clown,1985,Stella,Cameron
Choices,1986,Stella,Cameron
Yes Is Forever,1987,Stella,Cameron
Faces of a Clown,1985,Stella,Cameron
Choices,1986,Stella,Cameron
Yes Is Forever,1987,Stella,Cameron
No Stranger,1987,Stella,Cameron
Second to None,1987,Stella,Cameron
No Stranger,1987,Stella,Cameron
Second to None,1987,Stella,Cameron
Undercurrents,1991,Stella,Cameron
Snow Angels,1991,Stella,Cameron
Undercurrents,1991,Stella,Cameron
Snow Angels,1991,Stella,Cameron
Only by Your Touch,1992,Stella,Cameron
His Magic Touch,1993,Stella,Cameron
His Magic Touch / Only By Your Touch,2013,Stella,Cameron
Only by Your Touch,1992,Stella,Cameron
His Magic Touch,1993,Stella,Cameron
His Magic Touch / Only By Your Touch,2013,Stella,Cameron
Fascination,1993,Stella,Cameron
Charmed,1995,Stella,Cameron
Bride,1995,Stella,Cameron
Beloved,1996,Stella,Cameron
The Wish Club,1998,Stella,Cameron
Fascination / Charmed,2013,Stella,Cameron
Fascination,1993,Stella,Cameron
Charmed,1995,Stella,Cameron
Bride,1995,Stella,Cameron
Beloved,1996,Stella,Cameron
The Wish Club,1998,Stella,Cameron
Fascination / Charmed,2013,Stella,Cameron
Sheer Pleasures,1995,Stella,Cameron
True Bliss,1996,Stella,Cameron
Guilty Pleasures,1997,Stella,Cameron
Married in Spring,2001,Stella,Cameron
Sheer Pleasures,1995,Stella,Cameron
True Bliss,1996,Stella,Cameron
Guilty Pleasures,1997,Stella,Cameron
French Quarter,1998,Stella,Cameron
Cold Day in July,2002,Stella,Cameron
Kiss Them Goodbye,2003,Stella,Cameron
Now You See Him,2004,Stella,Cameron
A Grave Mistake,2005,Stella,Cameron
Body of Evidence,2006,Stella,Cameron
A Marked Man,2006,Stella,Cameron
Target,2007,Stella,Cameron
A Cold Day In Hell,2007,Stella,Cameron
Cypress Nights,2008,Stella,Cameron
French Quarter,1998,Stella,Cameron
Cold Day in July,2002,Stella,Cameron
Kiss Them Goodbye,2003,Stella,Cameron
Now You See Him,2004,Stella,Cameron
A Grave Mistake,2005,Stella,Cameron
Body of Evidence,2006,Stella,Cameron
A Marked Man,2006,Stella,Cameron
Target,2007,Stella,Cameron
A Cold Day In Hell,2007,Stella,Cameron
Cypress Nights,2008,Stella,Cameron
Key West,1998,Stella,Cameron
Glass Houses,2000,Stella,Cameron
Key West,1998,Stella,Cameron
Glass Houses,2000,Stella,Cameron
More and More,1999,Stella,Cameron
All Smiles,2000,Stella,Cameron
7b,2001,Stella,Cameron
The Orphan,2002,Stella,Cameron
About Adam,2003,Stella,Cameron
More and More,1999,Stella,Cameron
All Smiles,2000,Stella,Cameron
7b,2001,Stella,Cameron
The Orphan,2002,Stella,Cameron
About Adam,2003,Stella,Cameron
A Useful Affair,2004,Stella,Cameron
Testing Miss Toogood,2005,Stella,Cameron
A Useful Affair,2004,Stella,Cameron
Testing Miss Toogood,2005,Stella,Cameron
Out of Body,2012,Stella,Cameron
Out of Mind,2010,Stella,Cameron
Out of Sight,2010,Stella,Cameron
Out of Body,2012,Stella,Cameron
Out of Mind,2010,Stella,Cameron
Out of Sight,2010,Stella,Cameron
Darkness Bound,2012,Stella,Cameron
Darkness Bred,2013,Stella,Cameron
Darkness Bound,2012,Stella,Cameron
Darkness Bred,2013,Stella,Cameron
Cold,2013,Stella,Cameron
Out Comes the Evil,2015,Stella,Cameron
Melody of Murder,2016,Stella,Cameron
Lies that Bind,2017,Stella,Cameron
Whisper the Dead,2017,Stella,Cameron
Cold,2013,Stella,Cameron
Out Comes the Evil,2015,Stella,Cameron
Melody of Murder,2016,Stella,Cameron
Lies that Bind,2017,Stella,Cameron
Whisper the Dead,2017,Stella,Cameron
Love Beyond Question,1985,Stella,Cameron
Moontide,1985,Stella,Cameron
Full Circle,1986,Stella,Cameron
All That Sparkles,1986,Stella,Cameron
Some Die Telling,1988,Stella,Cameron
